"election_id_slim","year","state","state_po","state_fips","state_cen","state_ic","office","district","election_id","candidate.D.congress","voteshare.D.congress","candidate.R.congress","voteshare.R.congress","candidate.R.governor","candidate.D.governor","voteshare.R.governor","voteshare.D.governor","candidate.D.president","candidate.R.president","voteshare.D.president","voteshare.R.president"
"MO_1992",1992,"MISSOURI","MO",29,43,34,"US HOUSE",2,"MO_1992_2","JOAN KELLY HORN",0.476021149525352,"JAMES M TALENT",0.504394415603536,"Webster, William L.","Carnahan, Mel",0.4132,0.5868,"CLINTON, BILL","BUSH, GEORGE H.W.",0.440716857569409,0.339216817841565
"MO_1992",1992,"MISSOURI","MO",29,43,34,"US HOUSE",1,"MO_1992_1","WILLIAM ""BILL"" CLAY",0.680574675672778,"ARTHUR S MONTGOMERY",0.319425324327222,"Webster, William L.","Carnahan, Mel",0.4132,0.5868,"CLINTON, BILL","BUSH, GEORGE H.W.",0.440716857569409,0.339216817841565
"MO_1996",1996,"MISSOURI","MO",29,43,34,"US HOUSE",2,"MO_1996_2","JOAN KELLY HORN",0.370751239260359,"JAMES M TALENT",0.613162385585426,"Kelly, Margaret","Carnahan, Mel",0.4143,0.5857,"CLINTON, BILL","DOLE, ROBERT",0.475395782796162,0.412413898561906
"MO_1996",1996,"MISSOURI","MO",29,43,34,"US HOUSE",9,"MO_1996_9","HAROLD L VOLKMER",0.470307317268113,"KENNY C HULSHOF",0.493865643607881,"Kelly, Margaret","Carnahan, Mel",0.4143,0.5857,"CLINTON, BILL","DOLE, ROBERT",0.475395782796162,0.412413898561906
"MO_1996",1996,"MISSOURI","MO",29,43,34,"US HOUSE",1,"MO_1996_1","WILLIAM ""BILL"" CLAY",0.701608820535776,"DANIEL F O'SULLIVAN JR",0.276345169008755,"Kelly, Margaret","Carnahan, Mel",0.4143,0.5857,"CLINTON, BILL","DOLE, ROBERT",0.475395782796162,0.412413898561906
"MO_1996",1996,"MISSOURI","MO",29,43,34,"US HOUSE",8,"MO_1996_8","EMILY FIREBAUGH",0.372818078203667,"RICHARD KLINE",0.105346998483312,"Kelly, Margaret","Carnahan, Mel",0.4143,0.5857,"CLINTON, BILL","DOLE, ROBERT",0.475395782796162,0.412413898561906
"MO_1996",1996,"MISSOURI","MO",29,43,34,"US HOUSE",7,"MO_1996_7","RUTH BAMBERGER",0.316484691760049,"ROY BLUNT",0.648716598027009,"Kelly, Margaret","Carnahan, Mel",0.4143,0.5857,"CLINTON, BILL","DOLE, ROBERT",0.475395782796162,0.412413898561906
"MO_1996",1996,"MISSOURI","MO",29,43,34,"US HOUSE",4,"MO_1996_4","IKE SKELTON",0.637761691771634,"BILL PHELPS",0.339093563244168,"Kelly, Margaret","Carnahan, Mel",0.4143,0.5857,"CLINTON, BILL","DOLE, ROBERT",0.475395782796162,0.412413898561906
"MO_1996",1996,"MISSOURI","MO",29,43,34,"US HOUSE",5,"MO_1996_5","KAREN MCCARTHY",0.674030592930818,"PENNY BENNETT",0.288838207046749,"Kelly, Margaret","Carnahan, Mel",0.4143,0.5857,"CLINTON, BILL","DOLE, ROBERT",0.475395782796162,0.412413898561906
"MO_1996",1996,"MISSOURI","MO",29,43,34,"US HOUSE",3,"MO_1996_3","RICHARD A GEPHARDT",0.589890657558377,"DEBORAH LYNN ""DEBBIE"" WHEELEHAN",0.387540546927026,"Kelly, Margaret","Carnahan, Mel",0.4143,0.5857,"CLINTON, BILL","DOLE, ROBERT",0.475395782796162,0.412413898561906
"MO_1996",1996,"MISSOURI","MO",29,43,34,"US HOUSE",6,"MO_1996_6","PAT DANNER",0.686229606711006,"JEFF BAILEY",0.292607661136421,"Kelly, Margaret","Carnahan, Mel",0.4143,0.5857,"CLINTON, BILL","DOLE, ROBERT",0.475395782796162,0.412413898561906
"MO_2000",2000,"MISSOURI","MO",29,43,34,"US HOUSE",1,"MO_2000_1","WILLIAM LACY CLAY",0.752080949043847,"Z DWIGHT BILLINGSLY",0.215430533358206,"Talent, James M.","Holden, Bob",0.4953,0.5047,"GORE, AL","BUSH, GEORGE W.",0.470842733481024,0.504228159593744
"MO_2000",2000,"MISSOURI","MO",29,43,34,"US HOUSE",5,"MO_2000_5","KAREN MCCARTHY",0.688498602118576,"STEVE GORDON",0.286205990428066,"Talent, James M.","Holden, Bob",0.4953,0.5047,"GORE, AL","BUSH, GEORGE W.",0.470842733481024,0.504228159593744
"MO_2000",2000,"MISSOURI","MO",29,43,34,"US HOUSE",6,"MO_2000_6","STEVE DANNER",0.467758170724119,"SAMUEL B ""SAM"" GRAVES JR",0.50850838759741,"Talent, James M.","Holden, Bob",0.4953,0.5047,"GORE, AL","BUSH, GEORGE W.",0.470842733481024,0.504228159593744
"MO_2000",2000,"MISSOURI","MO",29,43,34,"US HOUSE",7,"MO_2000_7","CHARLES CHRISTRUP",0.239142576577826,"ROY BLUNT",0.738509219273045,"Talent, James M.","Holden, Bob",0.4953,0.5047,"GORE, AL","BUSH, GEORGE W.",0.470842733481024,0.504228159593744
"MO_2000",2000,"MISSOURI","MO",29,43,34,"US HOUSE",9,"MO_2000_9","STEVEN R CARROLL",0.38291553787593,"KENNY C HULSHOF",0.59252769109427,"Talent, James M.","Holden, Bob",0.4953,0.5047,"GORE, AL","BUSH, GEORGE W.",0.470842733481024,0.504228159593744
"MO_2000",2000,"MISSOURI","MO",29,43,34,"US HOUSE",2,"MO_2000_2","TED HOUSE",0.424210399178694,"TODD AKIN",0.553327831122384,"Talent, James M.","Holden, Bob",0.4953,0.5047,"GORE, AL","BUSH, GEORGE W.",0.470842733481024,0.504228159593744
"MO_2000",2000,"MISSOURI","MO",29,43,34,"US HOUSE",8,"MO_2000_8","BOB CAMP",0.289490998265446,"JO ANN EMERSON",0.693133560619654,"Talent, James M.","Holden, Bob",0.4953,0.5047,"GORE, AL","BUSH, GEORGE W.",0.470842733481024,0.504228159593744
"MO_2000",2000,"MISSOURI","MO",29,43,34,"US HOUSE",3,"MO_2000_3","RICHARD A GEPHARDT",0.578386809094088,"BILL FEDERER",0.39666612974829,"Talent, James M.","Holden, Bob",0.4953,0.5047,"GORE, AL","BUSH, GEORGE W.",0.470842733481024,0.504228159593744
"MO_2000",2000,"MISSOURI","MO",29,43,34,"US HOUSE",4,"MO_2000_4","IKE SKELTON",0.66928996735695,"JIM NOLAND",0.312743387096177,"Talent, James M.","Holden, Bob",0.4953,0.5047,"GORE, AL","BUSH, GEORGE W.",0.470842733481024,0.504228159593744
"MO_2004",2004,"MISSOURI","MO",29,43,34,"US HOUSE",6,"MO_2004_6","CHARLES S BROOMFIELD",0.347523996686752,"SAM GRAVES",0.638339478001007,"Blunt, Matt","McCaskill, Claire",0.5151,0.4849,"KERRY, JOHN","BUSH, GEORGE W.",0.461004465168319,0.532961919392655
"MO_2004",2004,"MISSOURI","MO",29,43,34,"US HOUSE",9,"MO_2004_9","LINDA JACOBSEN",0.338433846390179,"KENNY C HULSHOF",0.645954041950662,"Blunt, Matt","McCaskill, Claire",0.5151,0.4849,"KERRY, JOHN","BUSH, GEORGE W.",0.461004465168319,0.532961919392655
"MO_2004",2004,"MISSOURI","MO",29,43,34,"US HOUSE",4,"MO_2004_4","IKE SKELTON",0.661980529168083,"JAMES A ""JIM"" NOLAND",0.323822278351016,"Blunt, Matt","McCaskill, Claire",0.5151,0.4849,"KERRY, JOHN","BUSH, GEORGE W.",0.461004465168319,0.532961919392655
"MO_2004",2004,"MISSOURI","MO",29,43,34,"US HOUSE",2,"MO_2004_2","GEORGE D WEBER",0.329742444986238,"W TODD AKIN",0.653748424401272,"Blunt, Matt","McCaskill, Claire",0.5151,0.4849,"KERRY, JOHN","BUSH, GEORGE W.",0.461004465168319,0.532961919392655
"MO_2004",2004,"MISSOURI","MO",29,43,34,"US HOUSE",3,"MO_2004_3","RUSS CARNAHAN",0.528555390837519,"BILL FEDERER",0.451294635789231,"Blunt, Matt","McCaskill, Claire",0.5151,0.4849,"KERRY, JOHN","BUSH, GEORGE W.",0.461004465168319,0.532961919392655
"MO_2004",2004,"MISSOURI","MO",29,43,34,"US HOUSE",1,"MO_2004_1","WM LACY CLAY",0.75292401267219,"LESLIE L FAR II",0.228321428193861,"Blunt, Matt","McCaskill, Claire",0.5151,0.4849,"KERRY, JOHN","BUSH, GEORGE W.",0.461004465168319,0.532961919392655
"MO_2004",2004,"MISSOURI","MO",29,43,34,"US HOUSE",5,"MO_2004_5","EMANUEL CLEAVER II",0.55192219093934,"JEANNE PATTERSON",0.421230270454739,"Blunt, Matt","McCaskill, Claire",0.5151,0.4849,"KERRY, JOHN","BUSH, GEORGE W.",0.461004465168319,0.532961919392655
"MO_2004",2004,"MISSOURI","MO",29,43,34,"US HOUSE",8,"MO_2004_8","DEAN HENDERSON",0.266245148133124,"JO ANN EMERSON",0.722110371365519,"Blunt, Matt","McCaskill, Claire",0.5151,0.4849,"KERRY, JOHN","BUSH, GEORGE W.",0.461004465168319,0.532961919392655
"MO_2004",2004,"MISSOURI","MO",29,43,34,"US HOUSE",7,"MO_2004_7","JIM NEWBERRY",0.28287922737714,"ROY BLUNT",0.704481816200265,"Blunt, Matt","McCaskill, Claire",0.5151,0.4849,"KERRY, JOHN","BUSH, GEORGE W.",0.461004465168319,0.532961919392655
"MO_2020",2020,"MISSOURI","MO",29,43,34,"US HOUSE",5,"MO_2020_5","EMANUEL CLEAVER",0.587861419288937,"RYAN DERKS",0.385704962687626,"Parson, Mike","Galloway, Nicole",0.5839,0.4161,"BIDEN, JOSEPH R. JR","TRUMP, DONALD J.",0.414087817361884,0.567996557788895
"MO_2020",2020,"MISSOURI","MO",29,43,34,"US HOUSE",4,"MO_2020_4","LINDSEY SIMMONS",0.296649174833809,"VICKY HARTZLER",0.675916943191965,"Parson, Mike","Galloway, Nicole",0.5839,0.4161,"BIDEN, JOSEPH R. JR","TRUMP, DONALD J.",0.414087817361884,0.567996557788895
"MO_2020",2020,"MISSOURI","MO",29,43,34,"US HOUSE",7,"MO_2020_7","TERESA MONTSENY",0.265679709057823,"BILLY LONG",0.688680497071352,"Parson, Mike","Galloway, Nicole",0.5839,0.4161,"BIDEN, JOSEPH R. JR","TRUMP, DONALD J.",0.414087817361884,0.567996557788895
"MO_2020",2020,"MISSOURI","MO",29,43,34,"US HOUSE",8,"MO_2020_8","KATHY ELLIS",0.213674877205308,"JASON SMITH",0.768597869337969,"Parson, Mike","Galloway, Nicole",0.5839,0.4161,"BIDEN, JOSEPH R. JR","TRUMP, DONALD J.",0.414087817361884,0.567996557788895
"MO_2020",2020,"MISSOURI","MO",29,43,34,"US HOUSE",2,"MO_2020_2","JILL SCHUPP",0.455192857206441,"ANN WAGNER",0.518878463907706,"Parson, Mike","Galloway, Nicole",0.5839,0.4161,"BIDEN, JOSEPH R. JR","TRUMP, DONALD J.",0.414087817361884,0.567996557788895
"MO_2020",2020,"MISSOURI","MO",29,43,34,"US HOUSE",3,"MO_2020_3","MEGAN REZABEK",0.285002013020808,"BLAINE LUETKEMEYER",0.694408711961271,"Parson, Mike","Galloway, Nicole",0.5839,0.4161,"BIDEN, JOSEPH R. JR","TRUMP, DONALD J.",0.414087817361884,0.567996557788895
"MO_2020",2020,"MISSOURI","MO",29,43,34,"US HOUSE",1,"MO_2020_1","CORI BUSH",0.7878236776934,"ANTHONY ROGERS",0.189580954610005,"Parson, Mike","Galloway, Nicole",0.5839,0.4161,"BIDEN, JOSEPH R. JR","TRUMP, DONALD J.",0.414087817361884,0.567996557788895
"MO_2020",2020,"MISSOURI","MO",29,43,34,"US HOUSE",6,"MO_2020_6","GENA L ROSS",0.308274944981453,"SAM GRAVES",0.670614522822652,"Parson, Mike","Galloway, Nicole",0.5839,0.4161,"BIDEN, JOSEPH R. JR","TRUMP, DONALD J.",0.414087817361884,0.567996557788895
"MT_1976",1976,"MONTANA","MT",30,81,64,"US HOUSE",2,"MT_1976_2","THOMAS E ""TOM"" TOWE",0.450441154381176,"RON MARLENCE",0.549558845618824,"Woodahi, Robert","Judge, Thomas L.",0.3722,0.6278,"CARTER, JIMMY","FORD, GERALD",0.454041869718374,0.528399861286025
"MT_1976",1976,"MONTANA","MT",30,81,64,"US HOUSE",1,"MT_1976_1","MAX BAUCUS",0.664467410480141,"W D ""BILL"" DIEHL",0.335532589519859,"Woodahi, Robert","Judge, Thomas L.",0.3722,0.6278,"CARTER, JIMMY","FORD, GERALD",0.454041869718374,0.528399861286025
"MT_1980",1980,"MONTANA","MT",30,81,64,"US HOUSE",2,"MT_1980_2","TOM ""THOMAS"" MONAHAN",0.409364280592503,"RON MARLENEE",0.590635719407497,"Ramirez, Jack","Schwinden, Ted",0.4464,0.5536,"CARTER, JIMMY","REAGAN, RONALD",0.324306501956302,0.568245263111619
"MT_1980",1980,"MONTANA","MT",30,81,64,"US HOUSE",1,"MT_1980_1","PAT WILLIAMS",0.614270164362686,"JOHN K ""JACK"" MCDONALD",0.385729835637314,"Ramirez, Jack","Schwinden, Ted",0.4464,0.5536,"CARTER, JIMMY","REAGAN, RONALD",0.324306501956302,0.568245263111619
"MT_1984",1984,"MONTANA","MT",30,81,64,"US HOUSE",1,"MT_1984_1","PAT WILLIAMS",0.656483261997808,"GARY K CARLSON",0.31942807518144,"Goodover, Pat M.","Schwinden, Ted",0.2729,0.7271,"MONDALE, WALTER","REAGAN, RONALD",0.381765818454278,0.604744820839957
"MT_1984",1984,"MONTANA","MT",30,81,64,"US HOUSE",2,"MT_1984_2","CHET BLAYLOCK",0.340771351415347,"RON MARLENEE",0.659228648584653,"Goodover, Pat M.","Schwinden, Ted",0.2729,0.7271,"MONDALE, WALTER","REAGAN, RONALD",0.381765818454278,0.604744820839957
"MT_1988",1988,"MONTANA","MT",30,81,64,"US HOUSE",1,"MT_1988_1","PAT WILLIAMS",0.607740282471281,"JIM FENLASON",0.392259717528719,"Stephens, Stan","Judge, Thomas L.",0.5296,0.4704,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",0.46198526556441,0.520715172530724
"MT_1988",1988,"MONTANA","MT",30,81,64,"US HOUSE",2,"MT_1988_2","BUCK O'BRIEN",0.444751444164663,"RON MARLENEE",0.555248555835337,"Stephens, Stan","Judge, Thomas L.",0.5296,0.4704,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",0.46198526556441,0.520715172530724
"MT_1992",1992,"MONTANA","MT",30,81,64,"US HOUSE",0,"MT_1992_0","PAT WILLIAMS",0.504566113911353,"RON MARLENEE",0.469540664049438,"Racicot, Marc","Bradley, Dorothy",0.5135,0.4865,"CLINTON, BILL","BUSH, GEORGE H.W.",0.376311245229345,0.351224965475921
"MT_1996",1996,"MONTANA","MT",30,81,64,"US HOUSE",0,"MT_1996_0","BILL YELLOWTAIL",0.431515283389297,"RICK HILL",0.524137913981791,"Racicot, Marc","Jacobson, Judy",0.7917,0.2083,"CLINTON, BILL","DOLE, ROBERT",0.412500644831644,0.441315407423056
"MT_2000",2000,"MONTANA","MT",30,81,64,"US HOUSE",0,"MT_2000_0","NANCY KEENAN",0.462755863890032,"DENNIS REHBERG",0.514999232682372,"Martz, Judy","O'Keefe, Mark",0.5199,0.4801,"GORE, AL","BUSH, GEORGE W.",0.333651267926401,0.584394602249225
"MT_2004",2004,"MONTANA","MT",30,81,64,"US HOUSE",0,"MT_2004_0","TRACY VELAZQUEZ",0.327771649821039,"DENNIS R REHBERG",0.64398172118047,"Brown, Bob","Schweitzer, Brian",0.4771,0.5229,"KERRY, JOHN","BUSH, GEORGE W.",0.38565028394837,0.590681431685885
"MT_2020",2020,"MONTANA","MT",30,81,64,"US HOUSE",0,"MT_2020_0","KATHLEEN WILLIAMS",0.436136450161178,"MATT ROSENDALE",0.563863549838822,"Gianforte, Greg","Cooney, Mike",0.567,0.433,"BIDEN, JOSEPH R. JR","TRUMP, DONALD J.",0.405493693616091,0.569184692400203
"NC_1976",1976,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",11,"NC_1976_11","LAMAR GUDGER",0.508972099455004,"BRUCE BRIGGS",0.48128846831702,"Flaherty, David T.","Hunt, James B. Jr.",0.3428,0.6572,"CARTER, JIMMY","FORD, GERALD",0.552691867124857,0.442194020404004
"NC_1976",1976,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",7,"NC_1976_7","CHARLES G ROSE",0.813018446916146,"M H ""MIKE"" VAUGHAN",0.186981553083854,"Flaherty, David T.","Hunt, James B. Jr.",0.3428,0.6572,"CARTER, JIMMY","FORD, GERALD",0.552691867124857,0.442194020404004
"NC_1976",1976,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",2,"NC_1976_2","L H FOUNTAIN",1,NA,NA,"Flaherty, David T.","Hunt, James B. Jr.",0.3428,0.6572,"CARTER, JIMMY","FORD, GERALD",0.552691867124857,0.442194020404004
"NC_1976",1976,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",4,"NC_1976_4","IKE ANDREWS",0.606021751423574,"JOHNNIE L GALLEMORE JR",0.393978248576426,"Flaherty, David T.","Hunt, James B. Jr.",0.3428,0.6572,"CARTER, JIMMY","FORD, GERALD",0.552691867124857,0.442194020404004
"NC_1976",1976,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",9,"NC_1976_9","ARTHUR GOODMAN JR",0.460679636902749,"JAMES G MARTIN",0.535132780190912,"Flaherty, David T.","Hunt, James B. Jr.",0.3428,0.6572,"CARTER, JIMMY","FORD, GERALD",0.552691867124857,0.442194020404004
"NC_1976",1976,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",5,"NC_1976_5","STEPHEN L ""STEVE"" NEAL",0.542308030126699,"WILMER ""VINEGAR BEND"" MIZELL",0.456341538393975,"Flaherty, David T.","Hunt, James B. Jr.",0.3428,0.6572,"CARTER, JIMMY","FORD, GERALD",0.552691867124857,0.442194020404004
"NC_1976",1976,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",1,"NC_1976_1","WALTER B JONES",0.758802979469974,"JOSEPH M WARD",0.225422450675613,"Flaherty, David T.","Hunt, James B. Jr.",0.3428,0.6572,"CARTER, JIMMY","FORD, GERALD",0.552691867124857,0.442194020404004
"NC_1976",1976,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",3,"NC_1976_3","CHARLES WHITLEY",0.687492207121355,"WILLARD J ""JACK"" BLANCHARD",0.312507792878645,"Flaherty, David T.","Hunt, James B. Jr.",0.3428,0.6572,"CARTER, JIMMY","FORD, GERALD",0.552691867124857,0.442194020404004
"NC_1976",1976,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",6,"NC_1976_6","RICHARDSON PREYER",0.963269054178145,NA,NA,"Flaherty, David T.","Hunt, James B. Jr.",0.3428,0.6572,"CARTER, JIMMY","FORD, GERALD",0.552691867124857,0.442194020404004
"NC_1976",1976,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",10,"NC_1976_10","JOHN J ""JACK"" HUNT",0.402161942156675,"JAMES T ""JIM"" BROYHILL",0.597838057843325,"Flaherty, David T.","Hunt, James B. Jr.",0.3428,0.6572,"CARTER, JIMMY","FORD, GERALD",0.552691867124857,0.442194020404004
"NC_1976",1976,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",8,"NC_1976_8","W G ""BILL"" HEFNER",0.657236846459846,"CARL EAGLE",0.324951516074159,"Flaherty, David T.","Hunt, James B. Jr.",0.3428,0.6572,"CARTER, JIMMY","FORD, GERALD",0.552691867124857,0.442194020404004
"NC_1980",1980,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",11,"NC_1980_11","LAMAR GUDGER",0.46493132726323,"WILLIAM M ""BILL"" HENDON",0.53506867273677,"Lake, Beverly","Hunt, James B. Jr.",0.3769,0.6231,"CARTER, JIMMY","REAGAN, RONALD",0.471828553539031,0.493049751782623
"NC_1980",1980,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",9,"NC_1980_9","RANDALL R KINCAID",0.414131819761381,"JAMES G MARTIN",0.585868180238619,"Lake, Beverly","Hunt, James B. Jr.",0.3769,0.6231,"CARTER, JIMMY","REAGAN, RONALD",0.471828553539031,0.493049751782623
"NC_1980",1980,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",8,"NC_1980_8","WG ""BILL"" HEFNER",0.585307706523748,"LE HARRIS",0.414692293476252,"Lake, Beverly","Hunt, James B. Jr.",0.3769,0.6231,"CARTER, JIMMY","REAGAN, RONALD",0.471828553539031,0.493049751782623
"NC_1980",1980,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",2,"NC_1980_2","LH FOUNTAIN",0.73421175217941,"BARRY L GARDNER",0.26578824782059,"Lake, Beverly","Hunt, James B. Jr.",0.3769,0.6231,"CARTER, JIMMY","REAGAN, RONALD",0.471828553539031,0.493049751782623
"NC_1980",1980,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",1,"NC_1980_1","WALTER B JONES",1,NA,NA,"Lake, Beverly","Hunt, James B. Jr.",0.3769,0.6231,"CARTER, JIMMY","REAGAN, RONALD",0.471828553539031,0.493049751782623
"NC_1980",1980,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",4,"NC_1980_4","IKE ANDREWS",0.526276735759434,"THURMAN HOGAN",0.458379145430616,"Lake, Beverly","Hunt, James B. Jr.",0.3769,0.6231,"CARTER, JIMMY","REAGAN, RONALD",0.471828553539031,0.493049751782623
"NC_1980",1980,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",6,"NC_1980_6","RICHARDSON PREYER",0.489448712730233,"EUGENE JOHNSTON",0.510551287269767,"Lake, Beverly","Hunt, James B. Jr.",0.3769,0.6231,"CARTER, JIMMY","REAGAN, RONALD",0.471828553539031,0.493049751782623
"NC_1980",1980,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",10,"NC_1980_10","JAMES O ICENHOUR",0.302922741281989,"JAMES T BROYHILL",0.697077258718011,"Lake, Beverly","Hunt, James B. Jr.",0.3769,0.6231,"CARTER, JIMMY","REAGAN, RONALD",0.471828553539031,0.493049751782623
"NC_1980",1980,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",7,"NC_1980_7","CHARLES G ROSE",0.687427231941879,"VIVIAN S WRIGHT",0.312572768058121,"Lake, Beverly","Hunt, James B. Jr.",0.3769,0.6231,"CARTER, JIMMY","REAGAN, RONALD",0.471828553539031,0.493049751782623
"NC_1980",1980,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",3,"NC_1980_3","CHARLES O WHITLEY",0.682966480222124,"LARRY J PARKER",0.317033519777876,"Lake, Beverly","Hunt, James B. Jr.",0.3769,0.6231,"CARTER, JIMMY","REAGAN, RONALD",0.471828553539031,0.493049751782623
"NC_1980",1980,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",5,"NC_1980_5","STEPHEN L NEAL",0.510023773014027,"ANNE BAGNAL",0.488293591577561,"Lake, Beverly","Hunt, James B. Jr.",0.3769,0.6231,"CARTER, JIMMY","REAGAN, RONALD",0.471828553539031,0.493049751782623
"NC_1984",1984,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",10,"NC_1984_10","TED A POOVEY",0.266313362398772,"JAMES T ""JIM"" BROYHILL",0.733686637601228,"Martin, James G.","Edmisten, Rufus",0.5444,0.4556,"MONDALE, WALTER","REAGAN, RONALD",0.378919636786722,0.618968989514844
"NC_1984",1984,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",9,"NC_1984_9","D G MARTIN",0.499265510092944,"J ALEX MCMILLAN",0.500734489907056,"Martin, James G.","Edmisten, Rufus",0.5444,0.4556,"MONDALE, WALTER","REAGAN, RONALD",0.378919636786722,0.618968989514844
"NC_1984",1984,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",7,"NC_1984_7","CHARLES G ROSE III",0.591576690503396,"S THOMAS ""TOMMY"" RHODES",0.408423309496604,"Martin, James G.","Edmisten, Rufus",0.5444,0.4556,"MONDALE, WALTER","REAGAN, RONALD",0.378919636786722,0.618968989514844
"NC_1984",1984,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",3,"NC_1984_3","CHARLES O WHITLEY",0.641056814328037,"DANNY G MOODY",0.358943185671963,"Martin, James G.","Edmisten, Rufus",0.5444,0.4556,"MONDALE, WALTER","REAGAN, RONALD",0.378919636786722,0.618968989514844
"NC_1984",1984,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",1,"NC_1984_1","WALTER B JONES",0.671237593458965,"HERBERT W LEE",0.328762406541035,"Martin, James G.","Edmisten, Rufus",0.5444,0.4556,"MONDALE, WALTER","REAGAN, RONALD",0.378919636786722,0.618968989514844
"NC_1984",1984,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",8,"NC_1984_8","WG ""BILL"" HEFNER",0.508611061529439,"HARRIS D BLAKE",0.491388938470561,"Martin, James G.","Edmisten, Rufus",0.5444,0.4556,"MONDALE, WALTER","REAGAN, RONALD",0.378919636786722,0.618968989514844
"NC_1984",1984,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",5,"NC_1984_5","STEPHEN L ""STEVE"" NEAL",0.507466617382063,"STUART ""STU"" EPPERSON",0.492533382617936,"Martin, James G.","Edmisten, Rufus",0.5444,0.4556,"MONDALE, WALTER","REAGAN, RONALD",0.378919636786722,0.618968989514844
"NC_1984",1984,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",2,"NC_1984_2","I T ""TIM"" VALENTINE JR",0.677127859848065,"FRANK H HILL",0.322872140151935,"Martin, James G.","Edmisten, Rufus",0.5444,0.4556,"MONDALE, WALTER","REAGAN, RONALD",0.378919636786722,0.618968989514844
"NC_1984",1984,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",6,"NC_1984_6","ROBIN BRITT",0.492758252937736,"HOWARD COBLE",0.505841069822532,"Martin, James G.","Edmisten, Rufus",0.5444,0.4556,"MONDALE, WALTER","REAGAN, RONALD",0.378919636786722,0.618968989514844
"NC_1984",1984,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",4,"NC_1984_4","IKE ANDREWS",0.493587698039655,"WILLIAM W ""BILL"" COBEY JR",0.506412301960345,"Martin, James G.","Edmisten, Rufus",0.5444,0.4556,"MONDALE, WALTER","REAGAN, RONALD",0.378919636786722,0.618968989514844
"NC_1984",1984,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",11,"NC_1984_11","JAMES MCCLURE CLARKE",0.490234604902165,"WILLIAM M ""BILL"" HENDON",0.509765395097835,"Martin, James G.","Edmisten, Rufus",0.5444,0.4556,"MONDALE, WALTER","REAGAN, RONALD",0.378919636786722,0.618968989514844
"NC_1988",1988,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",6,"NC_1988_6","TOM GILMORE",0.375293499587224,"HOWARD COBLE",0.624706500412776,"Martin, James G.","Jordan, Robert B.",0.5607,0.4393,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",0.417063114642728,0.57968299779326
"NC_1988",1988,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",7,"NC_1988_7","CHARLES ROSE",0.672538703554093,"GEORGE G ""JERRY"" THOMPSON",0.327461296445907,"Martin, James G.","Jordan, Robert B.",0.5607,0.4393,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",0.417063114642728,0.57968299779326
"NC_1988",1988,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",10,"NC_1988_10","JACK L RHYNE",0.389683275584403,"CASS BALLENGER",0.610316724415597,"Martin, James G.","Jordan, Robert B.",0.5607,0.4393,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",0.417063114642728,0.57968299779326
"NC_1988",1988,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",2,"NC_1988_2","TIM VALENTINE",1,NA,NA,"Martin, James G.","Jordan, Robert B.",0.5607,0.4393,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",0.417063114642728,0.57968299779326
